STUDY,BIOENTITY,PROPERTY_TYPE,PROPERTY_VALUE,SEMANTIC_TAG,ANNOTATOR,ANNOTATION_DATE
,ukbiobank_421,phenotype,Congenital septal defect,http://purl.obolibrary.org/obo/HP_0001671,efo,26/04/2019 00:00
,ukbiobank_422,phenotype,Abscess of anal and rectal regions,http://purl.obolibrary.org/obo/HP_0005224,efo,26/04/2019 00:00
,ukbiobank_423,phenotype,Abnormalities of breathing,http://purl.obolibrary.org/obo/HP_0005957,efo,26/04/2019 00:00
,ukbiobank_424,disease,Paroxysmal tachycardia,http://www.ebi.ac.uk/efo/EFO_0009493,efo,26/04/2019 00:00
,ukbiobank_425,phenotype,Congenital malformations of anterior segment of eye,http://purl.obolibrary.org/obo/HP_0007700,efo,26/04/2019 00:00
,ukbiobank_426,phenotype,Gynecomastia,http://purl.obolibrary.org/obo/HP_0010313,efo,26/04/2019 00:00
,ukbiobank_427,disease,Polydactyly,http://www.orpha.net/ORDO/Orphanet_2913,efo,26/04/2019 00:00
,ukbiobank_428,phenotype,Pilonidal cyst,http://purl.obolibrary.org/obo/HP_0010771,efo,26/04/2019 00:00
,ukbiobank_429,phenotype,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,http://purl.obolibrary.org/obo/HP_0010944,efo,26/04/2019 00:00
,ukbiobank_429,phenotype,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,http://purl.obolibrary.org/obo/HP_0000069,efo,26/04/2019 00:00
,ukbiobank_430,phenotype,Single delivery by forceps and vacuum extractor,http://purl.obolibrary.org/obo/HP_0011411,efo,26/04/2019 00:00
,ukbiobank_431,phenotype,Personality disorder,http://purl.obolibrary.org/obo/HP_0012075,efo,26/04/2019 00:00
,ukbiobank_432,phenotype,Mixed and other personality disorders,http://purl.obolibrary.org/obo/HP_0012075,efo,26/04/2019 00:00
,ukbiobank_433,phenotype,Acquired pure red cell aplasia,http://purl.obolibrary.org/obo/HP_0012410,efo,26/04/2019 00:00
,ukbiobank_434,phenotype,Chorioretinitis,http://purl.obolibrary.org/obo/HP_0012424,efo,26/04/2019 00:00
,ukbiobank_435,phenotype,Other congenital malformations of upper alimentary tract,http://purl.obolibrary.org/obo/HP_0012718,efo,26/04/2019 00:00
,ukbiobank_436,phenotype,Congenital malformations of larynx,http://purl.obolibrary.org/obo/HP_0025423,efo,26/04/2019 00:00
,ukbiobank_437,phenotype,Cervicitis,http://purl.obolibrary.org/obo/HP_0030160,efo,26/04/2019 00:00
,ukbiobank_438,phenotype,Portal vein thrombosis,http://purl.obolibrary.org/obo/HP_0030242,efo,26/04/2019 00:00
,ukbiobank_439,phenotype,Cutaneous abscess furuncle and carbuncle,http://purl.obolibrary.org/obo/HP_0031292,efo,26/04/2019 00:00
,ukbiobank_440,phenotype,Congenital malformations of ear causing impairment of hearing,http://purl.obolibrary.org/obo/HP_0031703,efo,26/04/2019 00:00
,ukbiobank_440,disease,Congenital malformations of ear causing impairment of hearing,http://www.ebi.ac.uk/efo/EFO_0004238,efo,26/04/2019 00:00
,ukbiobank_441,phenotype,Other congenital malformations of ear,http://purl.obolibrary.org/obo/HP_0031703,efo,26/04/2019 00:00
,ukbiobank_442,phenotype,Abnormality of movement,http://purl.obolibrary.org/obo/HP_0100022,efo,26/04/2019 00:00
,ukbiobank_443,phenotype,Calcification and ossification of muscle,http://purl.obolibrary.org/obo/HP_0100249,efo,26/04/2019 00:00
,ukbiobank_444,phenotype,Eclampsia,http://purl.obolibrary.org/obo/HP_0100601,efo,26/04/2019 00:00
,ukbiobank_445,disease,Other mosquito borne viral fevers,http://www.ebi.ac.uk/efo/EFO_0009575,efo,26/04/2019 00:00
,ukbiobank_446,disease,Internal derangement of knee,http://www.ebi.ac.uk/efo/EFO_0009507,efo,26/04/2019 00:00
,ukbiobank_447,disease,Fistulae involving female genital tract,http://www.ebi.ac.uk/efo/EFO_0009524,efo,26/04/2019 00:00
,ukbiobank_448,biological process,Multiple gestation,http://www.ebi.ac.uk/efo/EFO_0009576,efo,26/04/2019 00:00
,ukbiobank_449,phenotype,Postpartum haemorrhage,http://www.ebi.ac.uk/efo/EFO_0009579,efo,26/04/2019 00:00
,ukbiobank_450,disease,Retained placenta and membranes without haemorrhage,http://www.ebi.ac.uk/efo/EFO_0009578,efo,26/04/2019 00:00
,ukbiobank_451,disease,Faecal incontinence,http://www.ebi.ac.uk/efo/EFO_0009523,efo,26/04/2019 00:00
,ukbiobank_452,disease,Disturbances of skin sensation,http://www.ebi.ac.uk/efo/EFO_0009522,efo,26/04/2019 00:00
,ukbiobank_453,factor,Abnormal results of function studies,http://www.ebi.ac.uk/efo/EFO_0009628,efo,26/04/2019 00:00
,ukbiobank_454,disease,Superficial injury of head,http://www.ebi.ac.uk/efo/EFO_0009505,efo,26/04/2019 00:00
,ukbiobank_455,disease,Crushing injury of head,http://www.ebi.ac.uk/efo/EFO_0009504,efo,26/04/2019 00:00
,ukbiobank_456,disease,Crushing injury of head,http://www.ebi.ac.uk/efo/EFO_0009505,efo,26/04/2019 00:00
,ukbiobank_457,disease,Injury of heart,http://www.ebi.ac.uk/efo/EFO_0009506,efo,26/04/2019 00:00
,ukbiobank_458,disease,Superficial injury of abdomen lower back and pelvis,http://www.ebi.ac.uk/efo/EFO_0009502,efo,26/04/2019 00:00
,ukbiobank_459,disease,Injury of intra abdominal organs,http://www.ebi.ac.uk/efo/EFO_0009502,efo,26/04/2019 00:00
,ukbiobank_460,disease,Crushing injury of shoulder and upper arm,http://www.ebi.ac.uk/efo/EFO_0009504,efo,26/04/2019 00:00
,ukbiobank_461,disease,Fracture at wrist and hand level,http://www.ebi.ac.uk/efo/EFO_0009515,efo,26/04/2019 00:00
,ukbiobank_462,disease,Open wound of hip and thigh,http://www.ebi.ac.uk/efo/EFO_0009508,efo,26/04/2019 00:00
,ukbiobank_463,disease,Injury of nerves at hip and thigh level,http://www.ebi.ac.uk/efo/EFO_0009508,efo,26/04/2019 00:00
,ukbiobank_464,disease,Injury of nerves at hip and thigh level,http://www.ebi.ac.uk/efo/EFO_0009510,efo,26/04/2019 00:00
,ukbiobank_465,disease,Injury of blood vessels at hip and thigh level,http://www.ebi.ac.uk/efo/EFO_0009508,efo,26/04/2019 00:00
,ukbiobank_466,disease,Other and specified injuries of hip and thigh,http://www.ebi.ac.uk/efo/EFO_0009508,efo,26/04/2019 00:00
,ukbiobank_467,disease,Injury of nerves at lower leg level,http://www.ebi.ac.uk/efo/EFO_0009508,efo,26/04/2019 00:00
,ukbiobank_468,disease,Injury of nerves at lower leg level,http://www.ebi.ac.uk/efo/EFO_0009510,efo,26/04/2019 00:00
,ukbiobank_469,disease,Fractures involving multiple body regions,http://www.ebi.ac.uk/efo/EFO_0009513,efo,26/04/2019 00:00
,ukbiobank_470,disease,Dislocations sprains and strains involving multiple body regions,http://www.ebi.ac.uk/efo/EFO_0009521,efo,26/04/2019 00:00
,ukbiobank_471,disease,Dislocations sprains and strains involving multiple body regions,http://www.ebi.ac.uk/efo/EFO_0009582,efo,26/04/2019 00:00
,ukbiobank_472,disease,Crushing injuries involving multiple body regions,http://www.ebi.ac.uk/efo/EFO_0009504,efo,26/04/2019 00:00
,ukbiobank_473,disease,Fracture of upper limb level unspecified,http://www.ebi.ac.uk/efo/EFO_0009514,efo,26/04/2019 00:00
,ukbiobank_474,disease,Other injuries of upper limb level unspecified,http://www.ebi.ac.uk/efo/EFO_0009509,efo,26/04/2019 00:00
,ukbiobank_475,disease,Fracture of lower limb level unspecified,http://www.ebi.ac.uk/efo/EFO_0009512,efo,26/04/2019 00:00
,ukbiobank_476,disease,Other injuries of lower limb level unspecified,http://www.ebi.ac.uk/efo/EFO_0009508,efo,26/04/2019 00:00
,ukbiobank_477,factor,Foreign body in ear,http://www.ebi.ac.uk/efo/EFO_0009525,efo,26/04/2019 00:00
,ukbiobank_478,factor,Foreign body in alimentary tract,http://www.ebi.ac.uk/efo/EFO_0009526,efo,26/04/2019 00:00
,ukbiobank_479,disease,Burn and corrosion of ankle and foot,http://www.ebi.ac.uk/efo/EFO_0009516,efo,26/04/2019 00:00
,ukbiobank_480,disease,Burn and corrosion of ankle and foot,http://www.ebi.ac.uk/efo/EFO_0009503,efo,26/04/2019 00:00
,ukbiobank_481,disease,Burns and corrosions of multiple body regions,http://www.ebi.ac.uk/efo/EFO_0009516,efo,26/04/2019 00:00
,ukbiobank_482,disease,Burns and corrosions of multiple body regions,http://www.ebi.ac.uk/efo/EFO_0009503,efo,26/04/2019 00:00
,ukbiobank_483,disease,Burns classified according to extent of body surface involved,http://www.ebi.ac.uk/efo/EFO_0009516,efo,26/04/2019 00:00
,ukbiobank_484,disease,Frostbite involving multiple body regions and unspecified frostbite,http://www.ebi.ac.uk/efo/EFO_0009527,efo,26/04/2019 00:00
,ukbiobank_485,disease,Toxic effect of organic solvents,http://www.ebi.ac.uk/efo/EFO_0009574,efo,26/04/2019 00:00
,ukbiobank_486,disease,Toxic effect of soaps and detergents,http://www.ebi.ac.uk/efo/EFO_0009574,efo,26/04/2019 00:00
,ukbiobank_487,disease,Toxic effect of other gases fumes and vapours,http://www.ebi.ac.uk/efo/EFO_0009574,efo,26/04/2019 00:00
,ukbiobank_488,disease,Toxic effect of pesticides,http://www.ebi.ac.uk/efo/EFO_0009574,efo,26/04/2019 00:00
,ukbiobank_489,disease,Complications following infusion transfusion and therapeutic injection,http://www.ebi.ac.uk/efo/EFO_0009518,efo,26/04/2019 00:00
,ukbiobank_490,disease,Complications of cardiac and vascular prosthetic devices implants and grafts,http://www.ebi.ac.uk/efo/EFO_0009519,efo,26/04/2019 00:00
,ukbiobank_491,disease,Complications of genitourinary prosthetic devices implants and grafts,http://www.ebi.ac.uk/efo/EFO_0009519,efo,26/04/2019 00:00
,ukbiobank_492,disease,Complications of internal orthopaedic prosthetic devices implants and grafts,http://www.ebi.ac.uk/efo/EFO_0009519,efo,26/04/2019 00:00
,ukbiobank_493,disease,Complications of other internal prosthetic devices implants and grafts,http://www.ebi.ac.uk/efo/EFO_0009519,efo,26/04/2019 00:00
,ukbiobank_494,disease,Sequelae of injuries of head,http://www.ebi.ac.uk/efo/EFO_0009505,efo,26/04/2019 00:00
,ukbiobank_495,disease,Sequelae of injuries of upper limb,http://www.ebi.ac.uk/efo/EFO_0009509,efo,26/04/2019 00:00
,ukbiobank_496,disease,Sequelae of injuries of lower limb,http://www.ebi.ac.uk/efo/EFO_0009508,efo,26/04/2019 00:00
,ukbiobank_497,disease,Sequelae of burns corrosions and frostbite,http://www.ebi.ac.uk/efo/EFO_0009516,efo,26/04/2019 00:00
,ukbiobank_498,disease,Sequelae of burns corrosions and frostbite,http://www.ebi.ac.uk/efo/EFO_0009503,efo,26/04/2019 00:00
,ukbiobank_499,disease,Sequelae of burns corrosions and frostbite,http://www.ebi.ac.uk/efo/EFO_0009527,efo,26/04/2019 00:00
,ukbiobank_500,process,Unspecified fall,http://www.ebi.ac.uk/efo/EFO_0009631,efo,26/04/2019 00:00
,ukbiobank_501,experimental process,Routine general health check up of defined subpopulation,http://www.ebi.ac.uk/efo/EFO_0009517,efo,26/04/2019 00:00
,ukbiobank_502,experimental process,Contraceptive management,http://www.ebi.ac.uk/efo/EFO_0009520,efo,26/04/2019 00:00
,ukbiobank_503,disease,Supervision of high risk pregnancy,http://www.ebi.ac.uk/efo/EFO_0009573,efo,26/04/2019 00:00
,ukbiobank_504,experimental process,Prophylactic surgery,http://www.ebi.ac.uk/efo/EFO_0009580,efo,26/04/2019 00:00
,ukbiobank_505,experimental process,Other orthopaedic follow up care,http://www.ebi.ac.uk/efo/EFO_0009577,efo,26/04/2019 00:00
,ukbiobank_506,experimental process,Care involving use of rehabilitation procedures,http://www.ebi.ac.uk/efo/EFO_0009581,efo,26/04/2019 00:00
,ukbiobank_507,disease,Disorders of mineral metabolism,http://www.ebi.ac.uk/efo/EFO_0009556,efo,26/04/2019 00:00
,ukbiobank_508,disease,Other disorders of eye and adnexa in diseases classified elsewhere,http://www.ebi.ac.uk/efo/EFO_0009546,efo,26/04/2019 00:00
,ukbiobank_509,disease,Nonrheumatic tricuspid valve disorders,http://www.ebi.ac.uk/efo/EFO_0009568,efo,26/04/2019 00:00
,ukbiobank_510,disease,Disorders of sclera and cornea in diseases classified elsewhere,http://www.ebi.ac.uk/efo/EFO_0009464,efo,26/04/2019 00:00
,ukbiobank_511,disease,Other disorders of cornea,http://www.ebi.ac.uk/efo/EFO_0009464,efo,26/04/2019 00:00
,ukbiobank_512,disease,uremia,http://www.ebi.ac.uk/efo/EFO_1002048,efo,26/04/2019 00:00
,ukbiobank_513,disease,Oesophageal varices,http://www.ebi.ac.uk/efo/EFO_0009545,efo,26/04/2019 00:00
,ukbiobank_514,disease,Disorders of autonomic nervous system,http://www.ebi.ac.uk/efo/EFO_0009532,efo,26/04/2019 00:00
,ukbiobank_515,disease,marasmus,http://www.ebi.ac.uk/efo/EFO_0009563,efo,26/04/2019 00:00
,ukbiobank_516,disease,Mononeuropathies of upper limb,http://www.ebi.ac.uk/efo/EFO_0009558,efo,26/04/2019 00:00
,ukbiobank_517,disease,Mononeuropathies of lower limb,http://www.ebi.ac.uk/efo/EFO_0009558,efo,26/04/2019 00:00
,ukbiobank_518,disease,Other disorders of binocular movement,http://www.ebi.ac.uk/efo/EFO_0009535,efo,26/04/2019 00:00
,ukbiobank_519,disease,Inflammatory disease of uterus except cervix,http://www.ebi.ac.uk/efo/EFO_0009572,efo,26/04/2019 00:00
,ukbiobank_520,disease,Polyneuropathy in diseases classified elsewhere,http://www.ebi.ac.uk/efo/EFO_0009562,efo,26/04/2019 00:00
,ukbiobank_521,disease,Noninflammatory disorders of ovary fallopian tube and broad ligament,http://www.ebi.ac.uk/efo/EFO_0009548,efo,26/04/2019 00:00
,ukbiobank_522,disease,Pain and other conditions associated with female genital organs and menstrual cycle,http://www.ebi.ac.uk/efo/EFO_0009549,efo,26/04/2019 00:00
,ukbiobank_523,disease,Anuria and oliguria,http://www.ebi.ac.uk/efo/EFO_0009530,efo,26/04/2019 00:00
,ukbiobank_524,disease,Multiple valve diseases,http://www.ebi.ac.uk/efo/EFO_0009551,efo,26/04/2019 00:00
,ukbiobank_525,disease,Disorders of male genital organs in diseases classified elsewhere,http://www.ebi.ac.uk/efo/EFO_0009555,efo,26/04/2019 00:00
,ukbiobank_526,disease,Obstructive and reflux uropathy,http://www.ebi.ac.uk/efo/EFO_0009571,efo,26/04/2019 00:00
,ukbiobank_527,disease,Disorders of eyelid in diseases classified elsewhere,http://www.ebi.ac.uk/efo/EFO_0009547,efo,26/04/2019 00:00
,ukbiobank_528,disease,Diseases of pulp and periapical tissues,http://www.ebi.ac.uk/efo/EFO_0009540,efo,26/04/2019 00:00
,ukbiobank_529,disease,Disorders of trigeminal nerve,http://www.ebi.ac.uk/efo/EFO_0009569,efo,26/04/2019 00:00
,ukbiobank_530,disease,Pulmonary valve disorders,http://www.ebi.ac.uk/efo/EFO_0009564,efo,26/04/2019 00:00
,ukbiobank_531,disease,Other disorders of tympanic membrane,http://www.ebi.ac.uk/efo/EFO_0009570,efo,26/04/2019 00:00
,ukbiobank_532,disease,Other diseases of oesophagus,http://www.ebi.ac.uk/efo/EFO_0009544,efo,26/04/2019 00:00
,ukbiobank_533,disease,Nonrheumatic mitral valve disorders,http://www.ebi.ac.uk/efo/EFO_0009557,efo,26/04/2019 00:00
,ukbiobank_534,disease,Rheumatic aortic valve diseases,http://www.ebi.ac.uk/efo/EFO_0009531,efo,26/04/2019 00:00
,ukbiobank_535,disease,Nonrheumatic aortic valve disorders,http://www.ebi.ac.uk/efo/EFO_0009531,efo,26/04/2019 00:00
,ukbiobank_536,disease,Other degenerative diseases of basal ganglia,http://www.ebi.ac.uk/efo/EFO_0009533,efo,26/04/2019 00:00
,ukbiobank_537,disease,Other inflammation of eyelid,http://www.ebi.ac.uk/efo/EFO_0009536,efo,26/04/2019 00:00
,ukbiobank_538,disease,Otitis externa,http://www.ebi.ac.uk/efo/EFO_0009560,efo,26/04/2019 00:00
,ukbiobank_539,disease,Other diseases of biliary tract,http://www.ebi.ac.uk/efo/EFO_0009534,efo,26/04/2019 00:00
,ukbiobank_540,disease,Haemorrhoids,http://www.ebi.ac.uk/efo/EFO_0009552,efo,26/04/2019 00:00
,ukbiobank_541,disease,Arthrosis of first carpometacarpal joint,http://www.ebi.ac.uk/efo/EFO_1000999,efo,26/04/2019 00:00
,ukbiobank_542,disease,Inflammatory polyneuropathy,http://www.ebi.ac.uk/efo/EFO_0009538,efo,26/04/2019 00:00
,ukbiobank_543,disease,Congenital malformations of aortic and mitral valves,http://www.ebi.ac.uk/efo/EFO_0009539,efo,26/04/2019 00:00
,ukbiobank_544,disease,HIV disease resulting in malignant neoplasms,http://www.ebi.ac.uk/efo/EFO_0009553,efo,26/04/2019 00:00
,ukbiobank_545,disease,Anaemia due to enzyme disorders,http://www.ebi.ac.uk/efo/EFO_0009529,efo,26/04/2019 00:00
,ukbiobank_546,disease,Other disorders of peritoneum,http://www.ebi.ac.uk/efo/EFO_0009541,efo,26/04/2019 00:00
,ukbiobank_547,disease,Intestinal malabsorption,http://www.ebi.ac.uk/efo/EFO_0009554,efo,26/04/2019 00:00
,ukbiobank_548,disease,Other headache syndromes,http://www.ebi.ac.uk/efo/EFO_0009550,efo,26/04/2019 00:00
,ukbiobank_549,disease,Disorders resulting from impaired renal tubular function,http://www.ebi.ac.uk/efo/EFO_0009566,efo,26/04/2019 00:00
,ukbiobank_550,disease,Unspecified intestinal parasitism,http://www.ebi.ac.uk/efo/EFO_0009561,efo,26/04/2019 00:00
,ukbiobank_551,disease,Nerve root and plexus disorders,http://www.ebi.ac.uk/efo/EFO_0009559,efo,26/04/2019 00:00
,ukbiobank_552,disease,HIV disease resulting in other specified diseases,http://www.ebi.ac.uk/efo/EFO_0009528,efo,26/04/2019 00:00
,ukbiobank_553,disease,HIV disease resulting in other conditions,http://www.ebi.ac.uk/efo/EFO_0009528,efo,26/04/2019 00:00
,ukbiobank_554,disease,Skin changes due to chronic exposure to nonionizing radiation,http://www.ebi.ac.uk/efo/EFO_0009565,efo,26/04/2019 00:00
,ukbiobank_555,disease,Cervical disc disorders,http://www.ebi.ac.uk/efo/EFO_0009537,efo,26/04/2019 00:00
,ukbiobank_556,disease,Other diseases of appendix,http://www.ebi.ac.uk/efo/EFO_0009542,efo,26/04/2019 00:00
,ukbiobank_557,phenotype,Small kidney of unknown cause,http://www.ebi.ac.uk/efo/EFO_0009471,efo,26/04/2019 00:00
,ukbiobank_558,phenotype,Perforation of tympanic membrane,http://www.ebi.ac.uk/efo/EFO_0009472,efo,26/04/2019 00:00
,ukbiobank_559,disease,Other spirochaetal infections,http://www.ebi.ac.uk/efo/EFO_0009567,efo,26/04/2019 00:00
,ukbiobank_560,disease,Disturbances of smell and taste,http://www.ebi.ac.uk/efo/EFO_0009543,efo,26/04/2019 00:00
,ukbiobank_561,disease,Other diseases of jaws,http://www.ebi.ac.uk/efo/EFO_0009468,efo,26/04/2019 00:00
,ukbiobank_562,disease,Diseases of Bartholin s gland,http://www.ebi.ac.uk/efo/EFO_0009469,efo,26/04/2019 00:00
,ukbiobank_563,disease,Soft tissue disorders related to use overuse and pressure,http://www.ebi.ac.uk/efo/EFO_0009470,efo,26/04/2019 00:00
,ukbiobank_564,disease,Soft tissue disorders in diseases classified elsewhere,http://www.ebi.ac.uk/efo/EFO_0009470,efo,26/04/2019 00:00
,ukbiobank_565,measurement,Waist circumference,http://www.ebi.ac.uk/efo/EFO_0004342,efo,26/04/2019 00:00
,ukbiobank_566,measurement,Hip circumference,http://www.ebi.ac.uk/efo/EFO_0005093,efo,26/04/2019 00:00
,ukbiobank_567,measurement,Standing height,http://www.ebi.ac.uk/efo/EFO_0004339,efo,26/04/2019 00:00
,ukbiobank_568,measurement,"Pulse rate, automated reading",http://www.ebi.ac.uk/efo/EFO_0004326,efo,26/04/2019 00:00
,ukbiobank_569,measurement,Sleep duration,http://www.ebi.ac.uk/efo/EFO_0005271,efo,26/04/2019 00:00
,ukbiobank_570,measurement,Morning/evening person (chronotype),http://www.ebi.ac.uk/efo/EFO_0008328,efo,26/04/2019 00:00
,ukbiobank_571,disease,Sleeplessness / insomnia,http://www.ebi.ac.uk/efo/EFO_0004698,efo,26/04/2019 00:00
,ukbiobank_572,measurement,Snoring,http://www.ebi.ac.uk/efo/EFO_0008341,efo,26/04/2019 00:00
,ukbiobank_573,measurement,Alcohol intake frequency.,http://www.ebi.ac.uk/efo/EFO_0007878,efo,26/04/2019 00:00
,ukbiobank_574,phenotype,Mood swings,http://purl.obolibrary.org/obo/HP_0000720,efo,26/04/2019 00:00
,ukbiobank_575,phenotype,Irritability,http://purl.obolibrary.org/obo/HP_0000737,efo,26/04/2019 00:00
,ukbiobank_576,measurement,"Loneliness, isolation",http://www.ebi.ac.uk/efo/EFO_0007865,efo,26/04/2019 00:00
,ukbiobank_577,measurement,Frequency of tiredness / lethargy in last 2 weeks,http://www.ebi.ac.uk/efo/EFO_0007946,efo,26/04/2019 00:00
,ukbiobank_578,disease,Hearing difficulty/problems with background noise,http://www.ebi.ac.uk/efo/EFO_0004238,efo,26/04/2019 00:00
,ukbiobank_579,phenotype,Chest pain or discomfort,http://purl.obolibrary.org/obo/HP_0100749,efo,26/04/2019 00:00
,ukbiobank_580,measurement,Relative age voice broke,http://www.ebi.ac.uk/efo/EFO_0007888,efo,26/04/2019 00:00
,ukbiobank_581,measurement,Age when periods started (menarche),http://www.ebi.ac.uk/efo/EFO_0004703,efo,26/04/2019 00:00
,ukbiobank_582,phenotype,Had menopause,http://www.ebi.ac.uk/efo/EFO_0003922,efo,26/04/2019 00:00
,ukbiobank_583,measurement,Forced vital capacity (FVC),http://www.ebi.ac.uk/efo/EFO_0004312,efo,26/04/2019 00:00
,ukbiobank_584,measurement,Forced expiratory volume in 1-second (FEV1),http://www.ebi.ac.uk/efo/EFO_0004314,efo,26/04/2019 00:00
,ukbiobank_585,phenotype,Neck/shoulder pain for 3+ months,http://purl.obolibrary.org/obo/HP_0030834,efo,26/04/2019 00:00
,ukbiobank_585,phenotype,Neck/shoulder pain for 3+ months,http://purl.obolibrary.org/obo/HP_0030833,efo,26/04/2019 00:00
,ukbiobank_586,phenotype,Hip pain for 3+ months,http://purl.obolibrary.org/obo/HP_0030838,efo,26/04/2019 00:00
,ukbiobank_587,phenotype,Back pain for 3+ months,http://purl.obolibrary.org/obo/HP_0003418,efo,26/04/2019 00:00
,ukbiobank_588,experimental process,Ever had hysterectomy (womb removed),http://www.ebi.ac.uk/efo/EFO_0003881,efo,26/04/2019 00:00
,ukbiobank_589,measurement,Length of menstrual cycle,http://www.ebi.ac.uk/efo/EFO_0007786,efo,26/04/2019 00:00
,ukbiobank_590,phenotype,Stomach/abdominal pain for 3+ months,http://www.ebi.ac.uk/efo/EFO_0003766,efo,26/04/2019 00:00
,ukbiobank_591,disease,Headaches for 3+ months,http://www.ebi.ac.uk/efo/EFO_0009550,efo,26/04/2019 00:00
,ukbiobank_591,phenotype,Headaches for 3+ months,http://purl.obolibrary.org/obo/HP_0002315,efo,26/04/2019 00:00
,ukbiobank_592,disease,Gestational diabetes only,http://www.ebi.ac.uk/efo/EFO_0004593,efo,26/04/2019 00:00
,ukbiobank_593,measurement,"Diastolic blood pressure, automated reading",http://www.ebi.ac.uk/efo/EFO_0006336,efo,26/04/2019 00:00
,ukbiobank_594,measurement,"Systolic blood pressure, automated reading",http://www.ebi.ac.uk/efo/EFO_0006335,efo,26/04/2019 00:00
,ukbiobank_595,measurement,Pulse rate,http://www.ebi.ac.uk/efo/EFO_0004326,efo,26/04/2019 00:00
,ukbiobank_596,phenotype,Leg pain on walking,http://purl.obolibrary.org/obo/HP_0012514,efo,26/04/2019 00:00
,ukbiobank_597,phenotype,Leg pain when standing still or sitting,http://purl.obolibrary.org/obo/HP_0012514,efo,26/04/2019 00:00
,ukbiobank_598,phenotype,Leg pain in calf/calves,http://purl.obolibrary.org/obo/HP_0012514,efo,26/04/2019 00:00
,ukbiobank_599,phenotype,Chest pain felt during physical activity,http://purl.obolibrary.org/obo/HP_0100749,efo,26/04/2019 00:00
,ukbiobank_600,phenotype,Chest pain felt outside physical activity,http://purl.obolibrary.org/obo/HP_0100749,efo,26/04/2019 00:00
,ukbiobank_601,measurement,Maximum heart rate during fitness test,http://www.ebi.ac.uk/efo/EFO_0009184,efo,26/04/2019 00:00
,ukbiobank_602,biological process,Fluid intelligence score,http://www.ebi.ac.uk/efo/EFO_0004337,efo,26/04/2019 00:00
,ukbiobank_603,measurement,Birth weight,http://www.ebi.ac.uk/efo/EFO_0004344,efo,26/04/2019 00:00
,ukbiobank_604,disease,Bipolar disorder status,http://www.ebi.ac.uk/efo/EFO_0000289,efo,26/04/2019 00:00
,ukbiobank_605,measurement,Neuroticism score,http://www.ebi.ac.uk/efo/EFO_0007660,efo,26/04/2019 00:00
,ukbiobank_606,measurement,"Forced expiratory volume in 1-second (FEV1), Best measure",http://www.ebi.ac.uk/efo/EFO_0004314,efo,26/04/2019 00:00
,ukbiobank_607,measurement,"Forced vital capacity (FVC), Best measure",http://www.ebi.ac.uk/efo/EFO_0004312,efo,26/04/2019 00:00
,ukbiobank_608,measurement,Body mass index (BMI),http://www.ebi.ac.uk/efo/EFO_0004340,efo,26/04/2019 00:00
,ukbiobank_609,measurement,Weight,http://www.ebi.ac.uk/efo/EFO_0004338,efo,26/04/2019 00:00
,ukbiobank_610,measurement,Pulse wave Arterial Stiffness index,http://www.ebi.ac.uk/efo/EFO_0004517,efo,26/04/2019 00:00
,ukbiobank_611,disease,hayfever or allergic rhinitis,http://www.ebi.ac.uk/efo/EFO_0003956,efo,26/04/2019 00:00
,ukbiobank_612,disease,asthma,http://www.ebi.ac.uk/efo/EFO_0000270,efo,26/04/2019 00:00
,ukbiobank_613,disease,emphysema,http://www.ebi.ac.uk/efo/EFO_0000464,efo,26/04/2019 00:00
,ukbiobank_614,disease,chronic bronchitis,http://www.ebi.ac.uk/efo/EFO_0006505,efo,26/04/2019 00:00
,ukbiobank_615,disease,COPD (chronic obstructive pulmonary disease),http://www.ebi.ac.uk/efo/EFO_0000341,efo,26/04/2019 00:00
,ukbiobank_616,disease,sarcoidosis,http://www.orpha.net/ORDO/Orphanet_797,efo,26/04/2019 00:00
,ukbiobank_617,phenotype,bronchiectasis,http://purl.obolibrary.org/obo/HP_0002110,efo,26/04/2019 00:00
,ukbiobank_618,disease,idiopathic pulmonary fibrosis,http://www.ebi.ac.uk/efo/EFO_0000768,efo,26/04/2019 00:00
,ukbiobank_619,disease,tuberculosis,http://www.orpha.net/ORDO/Orphanet_3389,efo,26/04/2019 00:00
,ukbiobank_620,disease,lung cancer (not mesothelioma),http://www.ebi.ac.uk/efo/EFO_0001071,efo,26/04/2019 00:00
,ukbiobank_621,measurement,Body fat percentage,http://www.ebi.ac.uk/efo/EFO_0007800,efo,26/04/2019 00:00
,ukbiobank_622,measurement,Whole body fat mass,http://www.ebi.ac.uk/efo/EFO_0005409,efo,26/04/2019 00:00
,ukbiobank_623,measurement,Whole body fat-free mass,http://www.ebi.ac.uk/efo/EFO_0004995,efo,26/04/2019 00:00
,ukbiobank_624,measurement,Basal metabolic rate,http://www.ebi.ac.uk/efo/EFO_0007777,efo,26/04/2019 00:00
,ukbiobank_625,phenotype,Potassium in urine,http://purl.obolibrary.org/obo/HP_0012598,efo,26/04/2019 00:00
,ukbiobank_626,phenotype,Sodium in urine,http://purl.obolibrary.org/obo/HP_0012603,efo,26/04/2019 00:00
,ukbiobank_627,measurement,Age at death,http://www.ebi.ac.uk/efo/EFO_0005056,efo,26/04/2019 00:00
